id,source_message_id,source,text
999,724974717-40256,telegram,плюсую
5774,730317973-38338,telegram,психоэмоц состояние макеты
4265,780658709-28702,telegram,отчетный день тот который в четвертом семестре 
7522,1415797768-1201,telegram,скорее нет у админов надо попросить
3801,1154371210-37000,telegram,да вроде она и пришла
1269,724974717-40792,telegram,так здесь же всегда chat id будет соответствовать только один user id
3166,1154371210-35320,telegram,или можно сделать просто поиск по тексту и взать предложение где есть слово материал и добавить его в характеристику материал
8379,608,other,лабораторную необходимо выполнить к му сентября
6215,1789531246-48,telegram,переезжаю к аналитикам 
1950,636348152-36230,telegram,при условии что мы только топ фронтира бер м
5688,1522012683-53,telegram,добрый вечер новости от сбера объявлены результаты собеседований по темам прогнозирование потребностей клиента на потоках цифровых следов и rl методы в рекомендательных системах проверяйте я уже знаю имена счастливчиков 
7342,1415797768-988,telegram,дорогие мои ml инженеры тимур олег дмитрий арт м иван никита прошу не принимать близко к сердцу мишу и толю я с помощью руководителей проектов насти и юли сформировал перечень задач которые мы с вами должны решить к сентябрю поэтому предлагаю завтра в часов в онлайн режиме обсудить указанный перечень выложу его завтра в слак и утвердить его решение вами текущих задач у меня есть ряд вопросов нужно будет их снять пройтись по оставшимся задачам чтобы сразу придти к их единому пониманию и возможно определиться со способами решения и исполнителями на встрече попрошу также присутствовать настю aalausch и юлю khlyupina если кому то еще интересно буду рад присутствию ссылку на подключение также выложу в слак завтра 
4029,1154371210-37731,telegram,привет
1888,636348152-36157,telegram,короче разделил размеченную выборку пополам и первую половину добавил к фронтирам а на второй тестил
2621,1154371210-31819,telegram,так что приходи быстрее пока есть место
3315,1154371210-35734,telegram,да сейчас проверю
2615,1154371210-31813,telegram,планировал после февраля но пока не вовремя заболел и ещ ситуация с пандемией напрягает если вс будет более менее к то думаю приеду
6597,1789531246-480,telegram,ясно наркоманы
5306,400479101-38202,telegram,то что на этом скриншоте описано в точности до разделов это реализовано на данный момент верно алгоритм работы по всем разделам схож и описан в файле на гугл диске который ты присылал мне мая правильно я понимаю 
4399,780658709-30797,telegram,да нужно просто придерживаться шаблона отчета надо вписать по предложению в заключении про ход практики и написать что планируемые результаты практики достигнуты полностью частично а также структуре введения придерживаться все элементы актуальность цель и тд мы с вами уже писали в начале работы нашей как и писала выше об этом 
270,1658909702.956049,slack,то что называется вызовами в фт пространства
631,310,other,сотрудники библиотеки приглашают юных горожан июля посетить творческий мастер класс цикла хоббимания мероприятие пройдет в рамках проекта библиотеатр мероприятие начнется в и пройдет по адресу улица мусы джалиля дом корпус 
6446,1789531246-314,telegram,в одиночку ядро с нуля на си ахахах
4090,1154371210-38111,telegram,да локально у меня вс работало
1330,724974717-40870,telegram,бд ток нет
456,135,other, октября приглашаем в традиционный крымский поход наш маршрут начинается среди цветущих садов бахчисарая и ведет в старинные пещерные города чуфут кале тепе кермен кыз кермен и качи кальон где каждый камень дышит историей 
5449,747877690-34733,telegram,я могу только сказать что в среду у нас пары должны быть в 
6630,1789531246-520,telegram, коллеги добрый день сегодня проводим дополнительный вебинар по проекту покидова дмитрия аспиранта года фикт тема метод прогнозирования признаков профессиональной предрасположенности человека с использованием алгоритмов машинного обучения аннотация в данный момент более старшеклассников проходят профориентацию при этом менее работают по специальности это связано с отсутствием простого и дешевого доступа к практикам профессионального консультирования стоимость консультаций у отраслевых профессионалов доходят до тысяч рублей за курс тестирований и рекомендаций автоматизация является одним из самых главных способов снижения стоимости товаров и услуг разработка предполагает создание веб сервиса с автоматизированным способом определения предрасположенности человека к одной из it профессий рекомендация будет проводиться на основе поддерживаемых сервисом тестов новизна разработки также будет выявлена в создании алгоритма который может быть адаптивным к различным профориентационным тестам создаваемыми и используемыми в различных компаниях и hr структурах это позволит достичь модульности разработки тем самым упростить возможность выхода продукта на b b рынок начало в ссылка на конференцию в zoom https itmo zoom us j pwd tno vkz r luedlaa xqmldtyzvqzz идентификатор конференции код доступа 
5246,400479101-37398,telegram,понял спасибо 
6699,1789531246-614,telegram,если это мой
6962,1415797768-432,telegram,вы тогда были заняты сильно с аватаром поэтому я не хотел вас лишний раз по учебе беспокоить фамилию вашу туда вписал на автомате вы спросили в декабре меня про статью я сказал что опубликовался и все прошу прощения если это как то неуважительно вам показалось
3622,1154371210-36394,telegram,отлично 
5028,932376745-38809,telegram,и у нас всегда заголовки слайдов были под красной линией 
5150,400479101-33676,telegram,пока нет 
1293,724974717-40816,telegram,мы будем хранить в модуле все таблицы или только те которые нужны для этого модуля 
7169,1415797768-657,telegram,с дн м рождения 
5093,400479101-31202,telegram,я вот вроде е сверстала но не знаю насколько правильно потому что я научкой весь семестр вообще не занималась только работой и за последние выходные решила с нуля вс сделать 
644,323,other,открытие назначено на жителей и гостей столицы приглашают насладиться красотой парашютных прыжков 
2692,1154371210-32171,telegram,начал писать кроулер для поиска в гугле и яндексе по мтр с помощью scrapy сейчас пары закончится продолжу писать о ещ уточню на всякий мне нужно же искать по мтр из файлов которые нам прислали я ведь правильно понял 
8090,1728550269-204,telegram,и для первой итерации можно сделать рассылку и собрать данные а дальше их использовать для проверки достоверности данных
7542,1415797768-1224,telegram,если использовать этот прием в случае когда диалог выходит на повышенный тон не будет ли это еще сильнее эскалировать негатив может стоит рассмотреть прием с изменением фона для коррекции высказываний 
1813,636348152-35772,telegram,ок какой срок задачи 
1017,724974717-40274,telegram,каждый год автоматически менять дату события data repeat например или data notification
4259,780658709-28651,telegram,присылайте на адрес nastasjalausckina mail ru в копию ставьте oobasov itmo ru если в аватаре он указан у вас как руководитель
7454,1415797768-1122,telegram,спасибо 
3570,1154371210-36269,telegram,он типа учитывает контекст еще
1908,636348152-36179,telegram,по факту мы даже не покажем как именно оно работает
5270,400479101-37590,telegram,то есть что то общее просто про эти сущности а почему только про них спойлер мы немного переработали концепцию и инфа про заметки может быть не актуальной
7442,1415797768-1110,telegram,благодарю вас 
7199,1415797768-696,telegram,юля читаем только подраздел рабочее время про отпуск поговорим на следующей неделе владимир алексеевич писал выше об этом
859,538,other,практические занятия по физике у группы z сентября переносятся на понедельник сентября ауд биржевая 
741,420,other,наша цель увеличить продажи на в течение месяцев я буду руководить своей командой чтобы улучшить процесс квалификации чтобы команда звонила только высококвалифицированным клиентам которые скорее всего совершат покупку 
6390,1789531246-256,telegram, 
6400,1789531246-266,telegram,и выдвигаемся
3232,1154371210-35628,telegram,один мтр то есть
5794,730317973-38358,telegram,так а насколько большой массив размеченных данных должен быть для обучения 
2619,1154371210-31817,telegram,а окей очно мне тоже нравится гораздо больше можно быстро что то обсудить или спросить
6224,1789531246-59,telegram,алина 
1031,724974717-40288,telegram,хорошая штука
6376,1789531246-241,telegram,ставьте палец вверх если прочитали 
6885,1415797768-332,telegram,конечно есть 
4600,780658709-31713,telegram,спасибо тебе респект за то что впрягалась за всех 
6971,1415797768-441,telegram,отлично
5806,730317973-38398,telegram,думаю погода об этом часто говорят и это можно быстро довольно сделать
4690,780658709-37136,telegram,или нужно уже не файл добавлять а этапы там вписывать отдельно 
7340,1415797768-985,telegram,доброе утро мои уважаемые ml щики strategka mrcooltg aerokobra kirpad lameus svmigulin у меня высвобождается время хотел бы потратить его на помощь вам в связи с чем прошу до завтрашнего утра написать мне в личку чем вы в рамках наших проектов сейчас занимаетесь а постановку задачи как она вам была поставлена приложите ссылку на jira скрины из телеграм с перепиской вс то по чему вы начали выполнять эту задачу б ваше понимание поставленной задачи коротко своими словами что вы поняли и начали выполнять в когда приступили к выполнению задачи г каков статус выполнения скоро ли конец д какими методами решаете задачу прошу кратко описать входные и выходные данные пайплайн решения е достижимо ли решение поставленной задачи какие проблемы возникли на сколько предложенное вами решение приведет к отклонению от первоначально поставленной задачи например ставилась задача определения эмоций по трем каналам а вы определяете по двум заранее благодарен 
5104,400479101-32067,telegram,вопрос хороший лучше пока не заказывай я и с ноутом смогу если будет нужно 
3758,1154371210-36933,telegram,единственно там есть мусор в виде смайликов кода ссылок и так далее могу прогнать и почистить его
7246,1415797768-756,telegram,коллеги доброе утро информация для тех у кого ещ нет уч тки в микроблоге https auth escience onti actcognitive org зарегистрироваться направить письмо александру владимировичу рогозину rogozin itmo ru меня в копию niuitmo ru с указанного при регистрации адреса подтверждая подлинность личности 
6039,730317973-39455,telegram,и чтобы решали задачи были небольшие и в команде решались
3158,1154371210-35312,telegram,цель проверка возможности поиска информации и сбора информации об мтр вес масса единицы габаритные характеристики материал изготовления чертеж эскиз изображение мтр
5215,400479101-35467,telegram,привет в москве
5445,747877690-34728,telegram,или тогда уже в среду в 
5466,747877690-34866,telegram,запись первую ее часть вышлю позже
7843,794092323-39648,telegram,ольга олеговна olga добрый день дедлайн по советам по коммуникации все успеваете 
666,345,other,дорогие друзья читатели приглашаем вас июля в часов принять участие в открытом микрофоне морская сила морская слава посвященном дню военно морского флота на площадке перед библиотекой архангельским литературным музеем ул володарского пр чумбарова лучинского все желающие смогут прочитать стихи и исполнить песни о море 
5956,730317973-38969,telegram,хорошо олег тебе в помощь дима я не знаю состояние твоей задачи поэтому поговорите и разделите обязанности самостоятельно можем созвониться если нужно strategka отпишись здесь
7543,1415797768-1225,telegram,при этом интеграция будет не навязчивой представьте себе у вас чат вы пишете и тут аватар сам ставит эмодзи человек вероятно подумает что это другой человек третий оценивает его сообщения и собеседника мало кто задумается что это ии или мл 
7858,794092323-39802,telegram,пункт ну в общем да мы исходим из разных стратегий коммуникации я так и написала избегание игнорирование поддержка вопросы в зависимости от ситуации и отношений с челом я могу выбрать разное
7240,1415797768-745,telegram,володя va zhilin нужно помочь обладателям макбуков iamdnch и anastaaa с переходниками ethernet usb type c 
8320,1728550269-454,telegram,ребята кто на обед давайте немного подождем там настя с олегом олеговичем договорит и пойдем
2142,690947053-38076,telegram,привет я нашла пару статей про зависимость жизнестойкости от темперамента а вот уже от жизнестойкости зависит финансовое поведение человека также нашла много различных топологий денежного поведения и типы личностей по денежной психологии но нигде в них не прослеживается связь между денежным типом и темпераментом
4743,780658709-38575,telegram,на кончаются места я записался на его числа
6628,1789531246-518,telegram,приходите в конференц зал кушать пиццу 
4640,780658709-31775,telegram,ребят поясните тупому мы закидываем архивом в это поле или в другом месте 
2030,636348152-36460,telegram,только постарайся за минут успеть
5139,400479101-33664,telegram,приветик 
1994,636348152-36406,telegram,точность 
1620,1267116842-181,telegram, июня наша команда приняла участие в вебинаре о тестовых заданиях для студентов образовательной платформы нетология данила корнев cpo мария молчанова research product manager и балинт мадяр frontend разработчик в проекте deeppavlov поделились тем как успешно справляться с тестовыми заданиями при отборе на стажировку в deeppavlov на вебинаре они подробно рассказали о всех направлениях стажировки и круге тестовых заданий к ним для чего нужны тестовые задания как работодателю так и кандидату какие тестовые задания встречаются в deeppavlov по направлениям разработка frontend и backend компьютерная лингвистика исследования и дизайн какие ошибки встречаются у кандидатов чаще всего и как их избежать какие скиллы и знания нужно прокачивать чтобы справляться с тестовыми заданиями deeppavlov эффективней как команда принимает решение подходит ли стажер для проекта или нет кроме того каждый из спикеров поделился своим опытом профессионального роста на пути в deeppavlov переходите по ссылке чтобы узнать больше о возможности стажировок в проекте deeppavlov и шансе внести свой вклад в nlp и в разработку чат ботов и ии ассистентов через продукты и исследования в deeppavlov а подать заявку на стажировку можно здесь также мы хотим выразить особую благодарность нашим исследователям лидии остяковой денису кузнецову дмитрию евсееву олегу серикову яне шишкиной и ф дору игнатову за помощь в подготовке к вебинару коллеги поделились своим опытом в составлении и проверке тестовых заданий по своим областям 
5547,747877690-36652,telegram,уважаемые студенты проголосуйте пожалуйста если не уверены напишите комментарием хочется понимать сколько людей в принципе могут не могут мы юрий александрович миша и я за очную сдачу но готовы идти навстречу 
647,326,other, мая в мы приглашаем вас посетить пешеходную прогулку история района строгино участники прогулки услышат историю основания и развития деревни строгино деревни которая вошла в черту города москвы превратившись в современный район в году 
7755,794092323-38872,telegram,ну да по уже имеющейся модели тимура по экману для выбранных вами эмоций ольга олеговна константин с вас тогда как только так сразу с тимура реализация к июля эти рекомендации мы сможем выпустить с нулевым релизом в ней необходимо также внимательно проработать обратную связь от пользователя по мере того как пользователи будут использовать эту фичу и давать обратную связь о рекомендациях у нас как раз будут накапливаться тестовые данные для дальнейших исследований сразу после окончания работ по этим эмоциям начинаем прорабатывать долгий сценарий где будет расширенный диапазон эмоций и больше критериев и более диверсифицированные рекомендации у этой задачи пока ставим условный дедлайн на августа там посмотрим насколько будем успевать и при необходимости сдвинем 
3145,1154371210-35276,telegram,кстати а почему так много времени заняло у этот раз 
1300,724974717-40829,telegram,туда уже данные какие то внесли 
35,1659017629.257799,slack,я заканчиваю табличку
3095,1154371210-35067,telegram,да странная ситуация похоже это связано
454,133,other,мы тут решили с коллегами по сцене провести завтра открытую репетицию приглашаем всех страждущих блуждающих вес лых опечаленных а главное любящих хорошо отдохнуть и тусануться под живой звук на повестке дня пост рок гранж и регрессив рок жд м июля все будет горячо 
5178,400479101-34595,telegram,так или иначе спасибо за помощь 
2715,1154371210-32245,telegram,фух хорошо
5396,747877690-33661,telegram,это группа j 
3663,1154371210-36494,telegram,там продолжение будет
6353,1789531246-213,telegram,следующий
3806,1154371210-37005,telegram,отлично
5209,400479101-35158,telegram,теперь понял большое спасибо 
5421,747877690-34371,telegram,лучше так
2188,690947053-38164,telegram,ладно посмотрим что из этого выйдет было приятно побрейнштормить с вами 
2930,1154371210-33585,telegram,привет
5914,730317973-38630,telegram,но тут только для эмоции
3272,1154371210-35688,telegram,проверь а то вдруг что упустил я просто на паре доделывал 
7961,1728550269-71,telegram,ну и сейчас время не рядом с выпускным
7050,1415797768-527,telegram,анастасия лаушкина приглашает вас на запланированную конференцию zoom тема часов подключиться к конференции zoom https us web zoom us j pwd qgecd iffvpow xoyidgg wblegqsk идентификатор конференции код доступа ihv rj
102,1659689312.114709,slack,готова ответить на уточняющие вопросы если что то не понятно задавай 
7319,1415797768-958,telegram,приходите в конференц зал кушать пиццу 
3065,1154371210-35000,telegram,просто хотел уточнить у тебя может там косяки какие то сильно бросаются в глаза
5837,730317973-38469,telegram,никаких ограничений не наш л так что воспользуюсь им
7604,1415797768-1287,telegram,состояние оппонента причем как в самом первом сообщении писал нужно делать акцент на резкой смене эмоций то есть если долго ничего не меняется можно и убрать эмодзи
5343,400479101-38617,telegram,а тут именно в сообщения в коммуникаторе имелось ввиду
5739,1522012683-106,telegram,уважаемые студенты по ссылке доступно расписание повторной промежуточной аттестации по профессиональным дисциплинам попытка по марта https docs google com spreadsheets d qfu z q xmpry rwzj l u r v yuevfhkugc mfcg edit usp sharing если вы планируете ликвидировать задолженность впишите пожалуйста свое имя в графу студенты если у вас имеется задолженность по общеуниверситетским дисциплинам то обратитесь пожалуйста к реализаторам дисциплины 
3195,1154371210-35550,telegram,где характеристики выделены отдельно
2491,1374470453-374,telegram, обратная связь по дисциплинам и преподаванию поделитесь своим мнением о качестве преподавания в итмо чтобы оно стало ещ лучше пройдите опрос в ису личный кабинет образование и наука itmo coursesassessment опрос открыт до февраля года результаты опросов предыдущих лет тут если у вас ещ есть вопросы пишите в группу центра качества или на почту edu quality itmo ru
2008,636348152-36420,telegram,да я примерно понял о ч м ты так что хорошо ты главное отдыхать не забывай 
3603,1154371210-36375,telegram,но в любом случае там уже будет больше времени людей тоже надеюсь
7189,1415797768-685,telegram,принял к исполнению
2950,1154371210-33867,telegram,и нужен соотвественно какой то план
8074,1728550269-187,telegram,вообще этот пункт туманно выглядит кажется что есть что то доступное но не ясно
7078,1415797768-560,telegram,насть anastaaa с дн м рождения тебя оставайся всегда такой жизнерадостной и целеустремл нной а еще хорошего тебе при ма и мягких скольжений 
4665,780658709-33069,telegram,в 
2746,1154371210-32306,telegram,к сожалению много не собрал оказалось ночью гугл меня заблочил 
8009,1728550269-120,telegram,чел ты очень крут 
5701,1522012683-66,telegram,уважаемые студенты уже на этой неделе состоится конференция ai journey если вы еще не зарегистрировались успевайте это сделать по ссылке https ai journey ru conference ai journey международная конференция в области искусственного интеллекта проводимая крупнейшими российскими и международными компаниями регистрируйтесь на мероприятие и слушайте выступления ведущих международных экспертов в области ии тем временем уже известна программа конференции https ai journey ru programinteractive type мероприятия доступны для посещения всеми участниками а мы приглашаем на выступления наших коллег ноября анна калюжная мечтает ли ии об эволюции секция ai in russia начало секции в в ней анна расскажет об идее открытой эволюции в алгоритмах ии и ее воплощении методами генеративного дизайна в приложениях из различных областей вы узнаете почему для этого применяются эволюционные алгоритмы и как их можно улучшить а в качестве прикладных кейсов вы увидите три задачи автоматическое создание пайплайнов мо выращивание уравнений по данным и автоматическое проектирование физических объектов николай никитин fedot открытый фреймворк эволюционного автоматического обучения композитных пайплайнов секция automl начало секции в приходите будет интересно 
240,1658833160.416569,slack, не ошибается только тот кто ничего не делает по третьей задаче если я в общем диалоге обратился к кому то лично то сообщение должно уйти к нему в личный чат и если требуется ответ то и ответ от того человека придем в наш с ним личный чат тут речь ид т о том что я не ища личных чатов с разными людьми в свой общий чат начинаю этим человекам ставить задачи тимур нужно посмотреть что сделали ребята за неделю настя назначь общую встречу на часов юля когда заканчивается спринт диалог же должен продолжиться в общем чате все равно это уже про мегачат разница со второй задачей таким образом есть но по подзадачам задачи пересекаются 
7502,1415797768-1179,telegram,хех там так же
7236,1415797768-740,telegram, он тебя не слышит 
5085,400479101-31188,telegram,о отличная идея с этими многочисленными средствами общения иногда мечтаешь о единой площадке объединяющих их для удобства 
4564,780658709-31553,telegram,там вебки требуют 
4358,780658709-30041,telegram, умнов юрий андреевич после января
907,695584257-39185,telegram,нужен список кому необходим доступ к гитлабу поступил запрос от рогозина 
7821,794092323-39207,telegram,и тд 
758,437,other,студенты данных групп не набравшие нужного количества баллов по текущему контролю я точка могут попробовать написать дополнительные тесты они будут открыты в пятницу декабря с до 
2662,1154371210-31990,telegram,спасибо если что найду тоже скину 
2677,1154371210-32075,telegram,я готов
3927,1154371210-37448,telegram,да я последние дни только над архитектурой и работал
3591,1154371210-36334,telegram,я писал немного в заметках презы 
1553,1267116842-110,telegram,всем привет приглашаем поучаствовать в соревновании на neurips interactive grounded language understanding in a collaborative environment соревнование на стыке rl и nlp надо сделать агента который по инструкциям строит фигуры в майнкрафте более подробная информация во флайере и на сайте https www iglu contest net присоединяйтесь 
716,395,other,приглашаю вас на благотворительную художественную выставку аукцион от фонда люди рядом lr fond июля в галерее kinopobeda при поддержке генеральных партнеров delypavel сбор гостей фуршет выставка картин известных художников новосибирска
589,268,other, июля г в коттеджном поселке арт баден парк с до часов пройд т якутский национальный праздник ысыах приуроченный к летию республики саха якутия и году культуры народов россии 
3140,1154371210-35271,telegram,а может только характеристики с этой ссылки записывать 
4556,780658709-31543,telegram,за сколько примерно к своему времени нужно подключаться 
2228,1374470453-53,telegram,привет выпускник уже скоро тебе предстоит защитить выпускную квалификационную работу вкр чтобы это сделать успешно тебе необходимо пройти организационных шагов что за шаги об этом ты можешь узнать из гида выпускника университета итмо который составил отдел государственной аттестации сам гид мы прикрепили ниже скачивай и не тяни с выполнением время пролетит очень быстро itmolnia edu
4730,780658709-38505,telegram,ну этого второго этапа отчета
8363,592,other,завтра после выставки нужно зайти в автобус
4812,932376745-27364,telegram,отлично и можно ещ проконсультироваться какой примерный план работы должен получится определить необходимые шаги в работе и расставить сроки 
7464,1415797768-1140,telegram,да у итмо тоже забрали статус ит компании 
6047,730317973-39539,telegram, kirpad как будешь свободен напиши созвонимся по поводу задач в любое время можно сегодня
3504,1154371210-36067,telegram,короче больше наверное ничего не пуш в гит
6121,730317973-39983,telegram,и выделен текст постоянно на него можно тыкнуть в любой момент времени 
7411,1415797768-1072,telegram,друзья мои справедливость восторжествовала все идут нам на встречу и вы можете получить зп августа и вернуть вс на круги своя для этого необходимо настя л aalausch тимур svmigulin костя disengager арт м aerokobra володя va zhilin никита к mrcooltg андрей andrewlaptev саша i llseeyouonthedarksideofthemoon толя anmedvedev аня н annecdot алина alrem миша michael v sinko ваня lameus настя ф anastaaa данил iamdnch аня э ann choys до утра июля года передать владимиру алексеевичу два заявления прошлое не считается заявление на увольнение написанное от руки с датой июля г на оборотной стороне написать с окончательным расчетом на августа согласен фио подпись отдел кадров к сожалению не принимает заявления не от руки заявление на отпуск за свой счет даты с по июля г оформляется в ису распечатывается и дописывается подписывается от руки инструкцию по п володя скинет ниже если кто то не успевает выслать указанные заявления в бумаге а присылайте владимиру алексеевичу скан фото подписанного заявления по п и заявление в pdf по п б пишите мне в личку что доверяете мне скопировать вашу подпись 
3680,1154371210-36511,telegram,хорошо
7461,1415797768-1137,telegram,минцифры исключило из списка it компаний более организаций под раздачу попали крупнейшие банки страховые компании и все сотовые операторы теперь они не могут претендовать на льготы статуса лишились втб сбербанк ржд мтс мегафон tele yota почта россии альфа банк тинькофф райффайзенбанк альфастрахование делимобиль и другие организации в марте был принят пакет мер для поддержки it компаний туда вошли в частности отмена налога на прибыль и отсрочка армии для сотрудников с весны статус it компаний успели получить сбер тинькофф почта россии и альфа банк 
2037,690947053-37963,telegram,парни сорян что от работы еще раз отвлекаю тут поступила инфа что возможно оо хочет от нас тему напрямую связанную с финансами вроде наша тема с cv ему не зашла хотя хз но будем завтра ее отстаивать 
7308,1415797768-946,telegram,в понедельник
248,1656505574.098209,slack,давайте в 
22,1659002934.908739,slack,вы не слышали мою идею в конце 
7467,1415797768-1143,telegram,я так прочитал что большая часть крупных компаний открыли дочерние компании куда перевели всех айтишником и которая получила аккредитацию до этого была проблема что под льготы попадали все сотрудники например сбера даже не айтишники 
5982,730317973-39025,telegram,хорошо если я буду вносить новые задачи буду предварительно вас всех информировать в этой беседе
5560,747877690-37016,telegram,время на подготовку будет
7462,1415797768-1138,telegram,пару месяцев побыли в it компании и хватит
